apple_id,time_ripen_2017
1,123.265826625964
100,128.802757114655
1000,124.451476991878
1002,98.9908344561289
1003,119.314212149892
1004,112.60887411921
1008,101.963175480905
1009,133.653731492182
1011,127.201207998917
1014,108.201207998917
1016,90.6635957904464
1017,114.043792873542
1023,98.5191635430378
1024,126.277444202709
1025,126.354286175605
1026,124.761277710982
103,96.0800353368228
1030,84.7437932726772
1031,85.3801585043647
1032,105.540424849069
1033,108.837280880437
1034,101.657282719117
1035,135.409425678643
1036,114.121506790498
1037,112.95243249502
104,94.6303435624315
1042,106.451476991878
1043,106.245111219255
1048,93.2411805271645
105,82.5558407931751
1050,108.820436151138
1051,127.935848660741
1052,123.868345465464
1056,122.612330903289
1057,85.2719761562299
1059,89.4845136992468
1060,96.6625735021116
1061,83.4828179788143
1062,102.241180527165
1063,120.201207998917
1064,132.547001063078
1065,127.963175480905
1066,127.245111219255
1068,129.82310112782
1069,102.43914048254
107,102.531458064244
1070,115.369416628548
1071,122.13173544386
1073,121.096241447921
1077,125.016434704262
1078,106.733555269767
1079,87.3242022685282
108,96.2719761562299
1080,125.377418826398
1082,91.9016875402389
1083,127.877148020898
1084,108.163384276826
1085,134.458375162225
1086,116.517550406615
1088,129.555840793175
109,89.820436151138
1090,107.305145132326
1093,95.110483633467
1094,101.369416628548
1095,119.990834456129
1096,105.245461709523
1098,112.290882714974
11,96.0984403864592
110,75.7233854589539
1100,131.612330903289
1101,127.723385458954
1102,128.241180527165
1103,73.3933511686811
1104,131.451476991878
1106,121.161762727397
1107,111.186842825315
1109,106.393351168681
1110,96.6331697458257
1111,93.7691992977031
1112,128.683281923823
1113,125.817466660233
1115,112.615184140429
1116,131.420494194911
1118,89.5878150974061
112,88.1229586423606
1120,89.3316019187076
1121,88.7638922893692
1123,86.898483506124
1124,133.777614309804
1125,99.6067341266696
113,94.5558407931751
1131,117.142445533662
1132,135.012260254423
1133,103.458375162225
1134,106.451476991878
1139,113.804183733225
1140,86.2411805271646
1141,75.2262406107632
1142,114.346809448538
1147,135.91693454621
1148,99.2451112192549
1149,109.806619859638
1150,115.163384276826
1152,86.9908344561289
1154,119.795055303043
1157,99.4509099818531
1158,76.1215067904982
1159,118.217625236917
1160,87.2229967298595
1161,98.9908344561289
1162,127.563299291524
1163,115.324202268528
1164,100.121506790498
1165,92.7541924313721
1168,83.3358735358965
117,108.612330903289
1170,88.0437928735425
1171,99.7335552697672
1173,108.458375162225
1176,104.121506790498
1177,97.2636701108211
118,100.096241447921
1187,120.690838441485
1189,88.489333244511
1190,104.049652059583
1192,123.14307264796
1194,72.0962414479213
1195,108.806619859638
1197,110.940772152395
1198,131.795055303043
12,118.536695599895
120,98.9067694511027
1201,121.402349337401
1205,125.496619063844
1206,101.820436151138
1207,107.070828543024
1209,102.263670110821
121,92.9398414655851
1210,125.967363460913
1211,95.3252330225688
1212,132.386518759268
1213,77.8683454654637
1215,106.733555269767
1216,122.880498242608
1217,110.162573502112
1218,75.6572827191166
122,96.2012079989167
1221,89.9711415806668
1222,115.316019387946
1223,101.97333546701
1224,118.145226232471
1225,94.9304929627504
1226,104.796814510406
1228,103.315937217936
1229,100.121506790498
1230,127.78315446113
1232,98.5490643662107
1233,107.107684640624
1235,103.733555269767
1236,101.733555269767
1237,122.686842825315
1238,121.702805711552
1239,118.455956866531
124,95.2411805271645
1242,83.1215067904982
1244,82.2719761562299
1246,103.563299291524
1248,89.5343902664742
1250,96.5015473552757
1252,87.2411805271645
1254,101.612330903289
1256,88.110483633467
1259,92.4514769918784
126,87.110483633467
1263,99.2113448141749
1264,100.555840793175
1265,117.733555269767
1266,95.1617627273972
1268,109.486058974311
127,96.4583751622253
1271,103.245111219255
1272,92.9524324950201
1274,104.031139471447
1275,97.8252330225688
1276,113.456051530313
1278,91.1558458161919
128,76.2342441899492
1280,92.333162213321
1282,89.7913363302392
1284,89.3933511686811
1288,90.2411805271646
129,79.9631754809046
1291,93.8404673417207
1292,108.817857209422
1296,130.683281923823
1299,106.612330903289
13,108.657282719117
1301,104.068952673247
1302,97.2411805271645
131,129.556170623314
132,95.3628338869482
133,85.7831544611299
134,114.549001059622
135,127.733555269767
137,124.733555269767
14,121.677797426361
140,107.096241447921
141,94.1633842768261
145,116.193267247351
147,88.2411805271645
148,97.8945090814883
149,86.0846277222645
15,120.657282719117
150,84.3386737918366
151,101.043792873542
152,105.95243249502
154,110.451476991878
156,114.049652059583
158,75.3488192933911
16,130.043792873542
160,136.245111219255
161,72.7638922893692
164,129.044149796728
167,127.940772152396
168,99.420494194911
169,88.4909945196084
171,121.735396353967
175,97.0193293859947
176,128.963638283098
177,96.2678231335255
178,113.753176565621
181,84.3924210218945
182,109.308089793097
184,119.611342887326
185,94.6977426822092
186,132.305145132326
188,108.78315446113
19,110.526349276186
190,98.2877531920965
191,100.628112060086
192,101.201207998917
194,129.245111219255
195,99.9407721523955
197,103.928721061272
198,108.460164636377
199,132.121506790498
20,73.3933511686811
200,90.8927941272393
203,122.791336330239
204,106.81313174805
205,99.7233854589539
209,127.245111219255
21,105.769199297703
212,92.820436151138
214,121.269852668734
215,93.4617870378435
216,98.2844293978462
217,114.755291010394
22,105.289940976362
220,120.820436151138
221,127.393351168681
222,120.612330903289
223,101.27197615623
224,113.393351168681
225,123.961787037843
227,123.043792873542
228,120.971141580667
229,97.7178101457836
23,97.761277710982
230,96.6603322684193
232,127.78315446113
234,105.463567693925
236,106.369416628548
237,86.5700503489655
238,125.267220436095
239,98.9908344561289
24,112.494929636567
241,101.678263324793
242,97.4949296365672
243,121.09755493368
245,96.9921812300233
246,107.043792873542
25,118.383883176292
250,123.990873765918
251,122.993527784888
252,118.235317708324
253,110.510396820125
26,102.150352433873
260,128.012260254423
261,93.4444456319596
262,106.940772152395
265,113.940772152395
266,98.4226133111297
267,124.42261331113
268,99.7233854589539
27,114.641039979743
271,87.7831544611299
273,112.95243249502
274,95.3897616858723
275,91.6151841404293
276,105.657518362329
278,90.269852668734
279,127.754013610904
28,118.214758371446
280,102.172028069527
283,117.277444202709
284,85.6664717213883
285,121.337163711081
287,119.056170623314
288,99.4514769918784
289,115.563299291524
29,102.120467932785
290,86.0081532659285
291,79.8927941272393
292,91.4565080679866
293,133.47059657052
295,94.6303435624315
296,125.945353044101
297,131.128112060086
298,110.990742493822
299,114.406772174476
3,117.861319155736
30,102.797201105044
300,101.245111219255
301,101.555840793175
302,86.8168007745295
303,121.188929092979
304,120.504682622058
305,100.241180527165
306,113.78315446113
307,114.769199297703
308,112.835397685695
309,92.3488192933911
31,101.612330903289
311,95.5152057894746
312,119.990834456129
313,117.442574093176
315,114.532773685196
316,108.272132930057
317,111.416575980129
318,96.8628338869482
319,120.27197615623
32,124.381330812935
323,101.612330903289
324,121.615184140429
326,117.108126399961
328,118.554250851172
329,124.434222211925
33,113.563299291524
330,87.8575735513498
331,107.316543369685
332,104.682880726116
334,98.2388594351273
335,102.577473026709
336,114.012260254423
337,116.892794127239
339,106.163384276826
34,121.641039979743
340,111.515205789475
341,78.4583751622254
343,124.445833416072
344,101.451476991878
345,113.595965215996
346,108.549001059622
347,105.392421021894
349,89.4158186361026
35,119.798089212379
350,99.7913363302392
351,102.036829557186
352,97.6022211316083
353,98.2665457935362
354,103.451476991878
355,94.7233854589539
356,100.096241447921
357,107.305145132326
358,106.723385458954
359,103.277444202709
360,139.043792873542
361,96.2207016149467
363,103.277444202709
364,85.3488192933911
365,130.683281923823
366,100.269852668734
367,74.4673634609129
368,121.517550406615
369,99.2012079989167
37,101.78315446113
373,72.7691992977031
374,126.032773685196
375,100.683281923823
376,76.2342441899492
377,102.012260254423
38,121.188929092979
381,108.451476991878
382,129.952330625814
385,127.78315446113
387,96.2451112192549
388,72.7981726133652
389,114.188929092979
39,120.393351168681
391,124.733555269767
393,91.6331697458257
394,90.6229586423606
395,80.9631754809046
396,124.201207998917
397,94.6572827191166
398,89.9711415806668
399,127.451476991878
4,118.288560644278
40,119.296736237382
400,96.9631754809046
403,129.598234518675
406,131.380158504365
407,127.393351168681
408,97.0437928735425
41,99.5632992915236
411,124.392421021894
413,87.2012079989167
418,128.282381699154
419,96.693267247351
422,81.776551527842
423,128.889761685872
425,114.482817978814
426,87.9631754809046
427,101.77512817579
428,117.74036294376
43,122.9936543621
430,80.9407721523955
432,102.695418994442
433,111.305886240689
434,113.706844647799
435,118.763892289369
436,135.110483633467
437,136.617181926593
438,94.3234304156286
439,120.612330903289
44,105.544149796728
442,87.3884734339132
443,133.5179342228
446,117.940772152396
448,128.188929092979
449,87.2012079989167
45,114.012260254423
450,106.451476991878
451,113.78315446113
452,101.29916645109
453,129.542323368852
454,112.95243249502
456,126.288560644278
458,126.620806710315
459,101.860664830306
46,109.005228304146
461,72.9908344561289
462,120.723385458954
463,98.127252283475
464,128.898483506124
466,117.653271059857
468,80.3694166285481
469,105.226390363603
47,101.848365375336
470,124.41693454621
471,121.777556948039
474,85.2451112192549
476,101.657282719117
48,122.096898190801
480,91.6311053778937
484,120.191044177189
485,82.2451112192549
489,133.898483506124
49,132.095965215996
490,107.892794127239
493,103.956421560369
499,136.277444202709
5,119.586244254296
50,115.42539809206
500,113.963175480905
501,115.369416628548
503,104.765826625975
505,107.898483506124
507,105.338673791837
508,134.733555269767
510,127.587822265624
512,130.305145132326
513,79.7691992977032
514,102.609108177552
515,97.8927941272393
516,88.4682935003908
52,132.892794127239
521,127.348819293391
524,116.043792873542
53,125.835873535897
530,109.043792873542
533,90.3977073577763
537,121.306619859638
538,128.188929092979
540,106.369416628548
542,121.615184140429
543,121.188929092979
544,115.302107730324
545,104.927701974716
547,106.971141580667
548,127.244331234908
549,108.306895927268
55,113.963175480905
550,110.48057509834
551,109.45453123805
552,95.3074306343522
554,127.348819293391
555,128.27790264936
556,89.2719761562299
557,108.324202268528
558,99.9631754809046
559,122.612330903289
56,101.451476991878
560,91.4879627844203
563,88.1617627273972
564,118.199235676487
567,103.451476991878
569,135.305145132326
57,102.188929092979
570,121.928223388723
571,118.282691397846
574,125.305145132326
575,112.103039444732
576,114.95243249502
577,102.201184521764
578,87.7831544611299
579,105.35757355135
580,129.940772152396
581,134.555840793175
582,117.13173544386
583,124.700693290124
584,103.551267439896
586,106.820436151138
587,120.723385458954
588,113.963175480905
59,119.111142581877
590,123.412106961507
592,96.9398414655851
594,98.5256278929312
595,104.236826217472
596,110.27352337525
599,85.7831544611299
6,114.049652059583
60,119.580035336823
600,114.263670110821
601,94.3488192933911
602,103.233485781114
609,112.277444202709
61,111.867413236735
610,128.121506790498
611,90.4504673707815
612,91.1111425818771
614,77.9908344561289
616,110.862194862948
62,95.2524253189929
620,87.9711415806668
621,95.0437928735425
624,106.867822856688
628,94.9952121059891
629,120.393351168681
63,99.6805397739068
630,87.3924210218945
631,88.9524324950201
632,122.324202268528
637,94.4514769918784
638,87.6572827191166
64,90.8927941272393
642,122.342993882394
643,101.212097220437
647,78.3392950331503
649,100.517550406615
65,110.394763281423
651,109.263670110821
652,101.702282401995
653,123.096241447921
654,128.671333076467
657,76.1617627273973
658,106.940772152396
660,108.116514074819
661,106.451476991878
662,93.4873678984659
664,85.163384276826
668,95.8886740716548
67,109.780198556378
673,104.832418100006
674,107.615184140429
675,90.7470371126523
677,115.389761685872
678,97.6137575218589
679,91.7576232228587
68,113.84726351981
681,108.290906066069
682,97.6743697050983
685,99.7655896779727
687,116.892794127239
688,77.9781794034627
689,100.09755493368
69,118.005228304146
690,98.3678228566882
691,86.1617627273972
693,100.291606217869
695,95.0496520595828
698,113.660814107906
7,132.305145132326
70,94.620348118386
700,129.163384276826
702,103.773162829745
703,122.46548101255
704,126.632986219972
706,120.830996712471
707,88.5910562094998
708,118.580035336823
709,94.4514769918784
71,113.055492995793
710,113.163384276826
712,128.714758371446
714,114.5945052695
715,86.7638922893692
716,120.791336330239
717,98.7342441899492
719,127.451476991878
72,110.909425678643
720,114.121506790498
723,110.369416628548
724,117.555840793175
725,103.438084573748
726,124.733555269767
727,109.620309841807
728,126.898483506124
729,100.502765712999
73,129.451476991878
731,115.458375162225
732,128.261277710982
733,121.753020122802
739,112.940021530852
74,107.096241447921
742,128.110483633467
744,99.6572827191166
745,131.55635579138
75,101.392421021894
751,96.540861610109
752,131.675832080316
753,102.203333691389
754,131.977860156709
755,109.124176943127
756,98.5538747478714
757,100.683281923823
759,100.892794127239
76,127.095624178697
760,117.13173544386
761,99.8100689448112
764,107.892794127239
765,120.971141580667
769,99.78315446113
77,105.990994519608
770,130.482817978814
771,105.507467227105
772,77.8347714867696
774,104.92241408028
775,123.216188154991
777,122.324202268528
778,116.096241447921
779,87.163384276826
78,117.087822265624
780,95.2411805271645
781,115.201207998917
782,82.7335552697672
783,124.647989794227
786,96.6123309032885
787,120.462299723478
788,122.555840793175
789,121.993183326021
79,101.119561358499
790,108.445353044101
791,125.005228304146
793,123.030808339151
795,115.458375162225
796,113.751917401074
797,110.401798292331
798,132.450467370782
8,110.906769451103
80,113.245111219255
800,123.049652059583
801,103.791336330239
802,128.228046709381
803,128.049652059583
807,114.183047058328
808,106.191044177189
81,104.93914048254
810,88.0962414479213
811,102.981213925721
813,116.990834456129
814,103.647989794227
